"Value","Margin_Of_Error","Population","Sheet","Scenario","Variable","Topic","Quantile","Poverty_Type","Population_Type","Winner_Loser","Eq_DI_Quantile","WnL_Group","Rounding_Rule","Name"
"-3000","3000","183000","Values","FTC5a42.7k27","Change_In_Population_In_Poverty","Poverty",NA,"BHC","Families",NA,NA,NA,"Poverty_Population","FTC5a42.7k27"
"-2000","2000","131000","Values","FTC5a42.7k27","Change_In_Population_In_Poverty","Poverty",NA,"BHC","Households",NA,NA,NA,"Poverty_Population","FTC5a42.7k27"
"-3000","3000","415000","Values","FTC5a42.7k27","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Adults",NA,NA,NA,"Poverty_Population","FTC5a42.7k27"
"-8000","6000","160000","Values","FTC5a42.7k27","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Children",NA,NA,NA,"Poverty_Population","FTC5a42.7k27"
"-3000","3000","323000","Values","FTC5a42.7k27","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Families",NA,NA,NA,"Poverty_Population","FTC5a42.7k27"
"-3000","2000","246000","Values","FTC5a42.7k27","Change_In_Population_In_Poverty","Poverty",NA,"Fixed_AHC","Households",NA,NA,NA,"Poverty_Population","FTC5a42.7k27"
"-20860000","5631000","131000","Values","FTC5a42.7k27","Change_In_Total_Depth_Of_Poverty","Poverty",NA,"BHC","Household",NA,NA,NA,"Poverty_Total_Depth","FTC5a42.7k27"
"-27123000","3384000","246000","Values","FTC5a42.7k27","Change_In_Total_Depth_Of_Poverty","Poverty",NA,"Fixed_AHC","Household",NA,NA,NA,"Poverty_Total_Depth","FTC5a42.7k27"
"1848000","1000","1848000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","All","All Households","WnL_Population","FTC5a42.7k27"
"67875000","6430000","1848000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","All","All Households","WnL_Value","FTC5a42.7k27"
"40","10","1848000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","All","All Households","WnL_Annual_Average","FTC5a42.7k27"
"1","1","1848000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","All","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"223000","10000","223000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Population","FTC5a42.7k27"
"94905000","5077000","223000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Value","FTC5a42.7k27"
"430","20","223000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Annual_Average","FTC5a42.7k27"
"8","1","223000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","All","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"89000","8000","89000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Population","FTC5a42.7k27"
"-27029000","2583000","89000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Value","FTC5a42.7k27"
"-300","20","89000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Annual_Average","FTC5a42.7k27"
"-6","1","89000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","All","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","1","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","2","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","3","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","4","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","5","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","6","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","7","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","8","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","9","All Households","WnL_Population","FTC5a42.7k27"
"185000","1000","185000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","10","All Households","WnL_Population","FTC5a42.7k27"
"27544000","3291000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","1","All Households","WnL_Value","FTC5a42.7k27"
"14564000","2570000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","2","All Households","WnL_Value","FTC5a42.7k27"
"22069000","3799000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","3","All Households","WnL_Value","FTC5a42.7k27"
"104000","3392000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","4","All Households","WnL_Value","FTC5a42.7k27"
"1614000","1584000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","5","All Households","WnL_Value","FTC5a42.7k27"
"573000","1114000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","6","All Households","WnL_Value","FTC5a42.7k27"
"895000","855000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","7","All Households","WnL_Value","FTC5a42.7k27"
"282000","686000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","8","All Households","WnL_Value","FTC5a42.7k27"
"330000","485000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","9","All Households","WnL_Value","FTC5a42.7k27"
"-101000","231000","185000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","10","All Households","WnL_Value","FTC5a42.7k27"
"150","20","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","1","All Households","WnL_Annual_Average","FTC5a42.7k27"
"80","20","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","2","All Households","WnL_Annual_Average","FTC5a42.7k27"
"120","30","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","3","All Households","WnL_Annual_Average","FTC5a42.7k27"
"0","20","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","4","All Households","WnL_Annual_Average","FTC5a42.7k27"
"10","10","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","5","All Households","WnL_Annual_Average","FTC5a42.7k27"
"0","10","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","6","All Households","WnL_Annual_Average","FTC5a42.7k27"
"0","10","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","7","All Households","WnL_Annual_Average","FTC5a42.7k27"
"0","10","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","8","All Households","WnL_Annual_Average","FTC5a42.7k27"
"0","10","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","9","All Households","WnL_Annual_Average","FTC5a42.7k27"
"0","10","185000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","10","All Households","WnL_Annual_Average","FTC5a42.7k27"
"3","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","1","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"2","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","2","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"2","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","3","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","4","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","5","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","6","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","7","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","8","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","9","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"0","1","185000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","10","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"51000","6000","51000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Population","FTC5a42.7k27"
"32000","4000","32000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Population","FTC5a42.7k27"
"62000","6000","62000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Population","FTC5a42.7k27"
"37000","5000","37000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Population","FTC5a42.7k27"
"19000","4000","19000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Population","FTC5a42.7k27"
"11000","3000","11000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Population","FTC5a42.7k27"
"6000","3000","6000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Population","FTC5a42.7k27"
"27681000","3297000","51000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Value","FTC5a42.7k27"
"15000000","2533000","32000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Value","FTC5a42.7k27"
"25668000","3480000","62000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Value","FTC5a42.7k27"
"14740000","2447000","37000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Value","FTC5a42.7k27"
"5891000","1348000","19000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Value","FTC5a42.7k27"
"2862000","832000","11000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Value","FTC5a42.7k27"
"1788000","774000","6000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Value","FTC5a42.7k27"
"540","40","51000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Annual_Average","FTC5a42.7k27"
"470","60","32000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Annual_Average","FTC5a42.7k27"
"410","50","62000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Annual_Average","FTC5a42.7k27"
"390","40","37000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Annual_Average","FTC5a42.7k27"
"310","50","19000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Annual_Average","FTC5a42.7k27"
"270","50","11000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Annual_Average","FTC5a42.7k27"
"280","70","6000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Annual_Average","FTC5a42.7k27"
"10","1","51000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"9","2","32000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"8","1","62000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"8","1","37000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"6","1","19000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"5","1","11000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"5","2","6000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Population","FTC5a42.7k27"
"15000","4000","15000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Population","FTC5a42.7k27"
"44000","6000","44000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Population","FTC5a42.7k27"
"15000","4000","15000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Population","FTC5a42.7k27"
"8000","2000","8000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Population","FTC5a42.7k27"
"3000","2000","3000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Population","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Value","FTC5a42.7k27"
"-3599000","1165000","15000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Value","FTC5a42.7k27"
"-14636000","1880000","44000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Value","FTC5a42.7k27"
"-4277000","1066000","15000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Value","FTC5a42.7k27"
"-2289000","730000","8000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Value","FTC5a42.7k27"
"-892000","385000","3000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Value","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Annual_Average","FTC5a42.7k27"
"-240","50","15000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Annual_Average","FTC5a42.7k27"
"-330","30","44000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Annual_Average","FTC5a42.7k27"
"-290","40","15000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Annual_Average","FTC5a42.7k27"
"-300","60","8000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Annual_Average","FTC5a42.7k27"
"-270","60","3000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Annual_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"-5","1","15000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"-6","1","44000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"-6","1","15000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"-6","2","8000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"-5","2","3000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"S","S","S","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Weekly_Average","FTC5a42.7k27"
"620000","10000","620000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Population","FTC5a42.7k27"
"67875000","6430000","620000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Value","FTC5a42.7k27"
"110","20","620000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"2","1","620000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k27"
"223000","10000","223000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Population","FTC5a42.7k27"
"94905000","5077000","223000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Value","FTC5a42.7k27"
"430","20","223000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"8","1","223000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k27"
"89000","8000","89000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Population","FTC5a42.7k27"
"-27029000","2583000","89000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Value","FTC5a42.7k27"
"-300","20","89000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"-6","1","89000","Values","FTC5a42.7k27","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k27"
"53000","6000","53000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Population","FTC5a42.7k27"
"34000","5000","34000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Population","FTC5a42.7k27"
"79000","6000","79000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Population","FTC5a42.7k27"
"94000","6000","94000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Population","FTC5a42.7k27"
"82000","6000","82000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Population","FTC5a42.7k27"
"78000","5000","78000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Population","FTC5a42.7k27"
"60000","6000","60000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Population","FTC5a42.7k27"
"53000","5000","53000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Population","FTC5a42.7k27"
"44000","5000","44000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Population","FTC5a42.7k27"
"43000","5000","43000","Values","FTC5a42.7k27","Population_In_Category","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Population","FTC5a42.7k27"
"27544000","3291000","53000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Value","FTC5a42.7k27"
"14564000","2570000","34000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Value","FTC5a42.7k27"
"22069000","3799000","79000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Value","FTC5a42.7k27"
"104000","3392000","94000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Value","FTC5a42.7k27"
"1614000","1584000","82000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Value","FTC5a42.7k27"
"573000","1114000","78000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Value","FTC5a42.7k27"
"895000","855000","60000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Value","FTC5a42.7k27"
"282000","686000","53000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Value","FTC5a42.7k27"
"330000","485000","44000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Value","FTC5a42.7k27"
"-101000","231000","43000","Values","FTC5a42.7k27","Total_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Value","FTC5a42.7k27"
"520","40","53000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"430","60","34000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"280","50","79000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"0","40","94000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"20","20","82000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"10","20","78000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
"10","20","60000","Values","FTC5a42.7k27","Mean_Annual_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Annual_Average","FTC5a42.7k27"
